,location,bath,balcony,price,bhk,sqft
3876,Kanakpura Road,2.0,2.0,90.0,2,1495.0
3880,Kanakpura Road,6.0,2.0,225.0,4,3500.0
3881,Kanakpura Road,2.0,2.0,75.0,3,1420.0
3883,Kanakpura Road,1.0,0.0,36.29,1,825.0
3884,Kanakpura Road,2.0,1.0,50.6,2,983.0
3889,Kanakpura Road,3.0,2.0,95.84,3,1843.0
3891,Kanakpura Road,3.0,1.0,76.85,2,1366.0
3893,Kanakpura Road,1.0,1.0,25.0,1,525.0
3895,Kanakpura Road,3.0,2.0,136.0,3,2265.0
3900,Kanakpura Road,3.0,2.0,130.0,3,2200.0
3901,Kanakpura Road,1.0,1.0,30.0,1,525.0
3903,Kanakpura Road,2.0,2.0,56.74,2,1051.0
3904,Kanakpura Road,1.0,1.0,30.0,1,525.0
3909,Kanakpura Road,3.0,2.0,69.0,3,1300.0
3910,Kanakpura Road,2.0,1.0,40.0,2,700.0
3911,Kanakpura Road,1.0,0.0,19.695,1,458.0
3912,Kanakpura Road,3.0,3.0,88.0,3,1700.0
3915,Kanakpura Road,3.0,1.0,165.0,4,2775.0
3916,Kanakpura Road,3.0,1.0,99.0,3,1900.0
3917,Kanakpura Road,2.0,3.0,80.0,2,1290.0
3922,Kanakpura Road,3.0,2.0,113.0,3,1868.0
3924,Kanakpura Road,2.0,1.0,83.0,2,1366.0
3925,Kanakpura Road,2.0,1.0,40.0,2,700.0
3927,Kanakpura Road,2.0,2.0,71.5,2,1339.0
3929,Kanakpura Road,1.0,1.0,35.0,1,670.0
3936,Kanakpura Road,1.0,1.0,30.0,1,525.0
3939,Kanakpura Road,3.0,2.0,95.0,3,1498.0
3940,Kanakpura Road,3.0,2.0,86.91,3,1665.0
3941,Kanakpura Road,3.0,2.0,86.58,3,1665.0
3942,Kanakpura Road,1.0,1.0,38.44,1,712.0
3946,Kanakpura Road,2.0,3.0,95.0,3,1507.0
3950,Kanakpura Road,2.0,2.0,85.0,2,1339.0
3951,Kanakpura Road,1.0,1.0,27.0,1,525.0
3952,Kanakpura Road,1.0,1.0,27.5,1,525.0
3954,Kanakpura Road,1.0,1.0,26.25,1,525.0
3956,Kanakpura Road,1.0,1.0,26.0,1,525.0
3957,Kanakpura Road,2.0,1.0,59.0,3,1050.0
3958,Kanakpura Road,3.0,3.0,90.0,3,1600.0
3962,Kanakpura Road,3.0,2.0,56.57,3,1100.0
3965,Kanakpura Road,3.0,2.0,96.2,3,1843.0
3969,Kanakpura Road,2.0,2.0,65.0,2,1240.0
3973,Kanakpura Road,2.0,1.0,41.0,2,700.0
3977,Kanakpura Road,1.0,1.0,41.0,2,700.0
3979,Kanakpura Road,3.0,1.0,58.0,3,1100.0
3980,Kanakpura Road,2.0,1.0,65.0,2,1140.0
3982,Kanakpura Road,2.0,1.0,40.0,2,700.0
3985,Kanakpura Road,1.0,1.0,26.01,1,525.0
3988,Kanakpura Road,2.0,3.0,70.0,2,1322.0
3989,Kanakpura Road,2.0,1.0,105.0,2,1698.0
3990,Kanakpura Road,3.0,2.0,69.0,3,1300.0
3991,Kanakpura Road,3.0,1.0,69.0,3,1300.0
3993,Kanakpura Road,2.0,1.0,63.0,2,1167.0
3997,Kanakpura Road,3.0,1.0,69.0,3,1300.0
4002,Kanakpura Road,2.0,2.0,78.0,2,1430.0
4003,Kanakpura Road,2.0,1.0,36.0,2,700.0
4007,Kanakpura Road,3.0,2.0,58.0,3,1100.0
4012,Kanakpura Road,2.0,3.0,69.0,3,1300.0
4013,Kanakpura Road,3.0,3.0,105.0,3,2000.0
4014,Kanakpura Road,2.0,0.0,62.0,2,1200.0
4016,Kanakpura Road,3.0,2.0,95.0,3,1843.0
4019,Kanakpura Road,2.0,1.0,46.29,2,900.0
4020,Kanakpura Road,1.0,1.0,37.32,1,850.0
4022,Kanakpura Road,1.0,1.0,30.0,1,525.0
4023,Kanakpura Road,3.0,3.0,105.0,3,1938.0
4024,Kanakpura Road,3.0,2.0,96.2,3,1843.0
4025,Kanakpura Road,1.0,1.0,26.0,1,525.0
4029,Kanakpura Road,2.0,2.0,36.0,2,700.0
4034,Kannamangala,2.0,1.0,58.0,2,957.0
4035,Kannamangala,2.0,1.0,56.0,2,957.0
4036,Kannamangala,4.0,0.0,200.0,4,3000.0
4037,Kannamangala,3.0,1.0,89.0,3,1536.0
4038,Kannamangala,4.0,1.0,130.0,4,2400.0
4039,Kannamangala,3.0,1.0,93.34,3,1574.0
4040,Kannamangala,2.0,0.0,52.5,2,957.0
4041,Kannamangala,3.0,1.0,104.0,3,1536.0
4042,Kannamangala,2.0,2.0,54.5,2,957.0
4043,Kannamangala,4.0,3.0,135.0,4,2422.0
4044,Kannamangala,2.0,1.0,55.0,2,957.0
4045,Kannamangala,2.0,2.0,56.0,2,957.0
4046,Karuna Nagar,3.0,2.0,180.0,3,2500.0
4047,Karuna Nagar,3.0,2.0,190.0,3,2500.0
4048,Karuna Nagar,3.0,2.0,175.0,3,1962.0
4049,Karuna Nagar,2.0,1.0,65.0,2,1057.0
4050,Karuna Nagar,2.0,1.0,98.0,3,1354.0
4051,Karuna Nagar,3.0,3.0,115.0,3,1945.0
4052,Karuna Nagar,3.0,2.0,165.0,3,1960.0
4053,Kasavanhalli,2.0,2.0,58.06,2,1060.0
4054,Kasavanhalli,3.0,1.0,105.0,3,1563.05
4055,Kasavanhalli,3.0,3.0,99.0,3,1717.0
4057,Kasavanhalli,4.0,1.0,240.0,4,3260.0
4058,Kasavanhalli,2.0,2.0,78.0,2,1349.0
4059,Kasavanhalli,2.0,2.0,78.0,2,1121.0
4060,Kasavanhalli,2.0,1.0,50.0,2,1100.0
4062,Kasavanhalli,2.0,1.0,78.0,2,1200.0
4065,Kasavanhalli,3.0,0.0,89.0,3,1476.0
4067,Kasavanhalli,3.0,2.0,116.0,3,1719.0
4068,Kasavanhalli,2.0,2.0,50.0,2,1115.0
4069,Kasavanhalli,2.0,1.0,61.2,2,1125.0
4070,Kasavanhalli,3.0,2.0,151.0,3,2170.0
4071,Kasavanhalli,3.0,1.0,95.0,3,1476.0
4073,Kasavanhalli,3.0,2.0,123.0,3,1787.0
4074,Kasavanhalli,2.0,2.0,59.8,2,1090.0
4075,Kasavanhalli,3.0,2.0,104.0,3,1691.0
4076,Kasavanhalli,4.0,3.0,272.0,4,4260.0
4083,Kasavanhalli,1.0,1.0,43.82,1,770.0
4084,Kasavanhalli,2.0,1.0,60.0,2,1147.0
4085,Kasavanhalli,2.0,2.0,72.0,2,1375.0
4086,Kasavanhalli,2.0,2.0,60.0,2,1200.0
4087,Kasavanhalli,2.0,2.0,83.0,2,1495.0
4089,Kasavanhalli,3.0,2.0,132.0,3,1917.0
4090,Kasavanhalli,2.0,1.0,78.0,2,1375.0
4091,Kasavanhalli,2.0,2.0,95.0,2,1309.0
4092,Kasavanhalli,3.0,0.0,105.0,3,1476.0
4093,Kasavanhalli,2.0,2.0,67.0,2,1158.0
4094,Kasavanhalli,2.0,3.0,67.0,2,1214.0
4096,Kasavanhalli,2.0,2.0,110.0,2,1495.0
4097,Kasavanhalli,2.0,3.0,85.0,2,1575.0
4098,Kasavanhalli,2.0,2.0,55.0,2,1069.0
4099,Kasavanhalli,2.0,1.0,68.0,2,1100.0
4100,Kasavanhalli,3.0,3.0,112.0,3,1715.0
4101,Kasavanhalli,2.0,1.0,65.0,2,1100.0
4102,Kasavanhalli,2.0,2.0,66.25,2,1230.0
4104,Kasavanhalli,2.0,2.0,90.0,2,1585.0
4105,Kasavanhalli,2.0,2.0,80.0,2,1245.0
4106,Kasavanhalli,3.0,2.0,142.0,3,2035.0
4107,Kasavanhalli,3.0,1.0,110.0,3,1747.0
4108,Kasavanhalli,2.0,2.0,80.0,2,1377.0
4109,Kasavanhalli,2.0,1.0,61.0,2,1181.0
4110,Kasavanhalli,2.0,2.0,75.0,2,1121.0
4111,Kasturi Nagar,2.0,2.0,92.0,2,1567.0
4114,Kasturi Nagar,2.0,2.0,80.0,2,1080.0
4115,Kasturi Nagar,2.0,2.0,65.0,2,1101.0
4117,Kasturi Nagar,3.0,1.0,125.0,4,1896.0
4118,Kasturi Nagar,2.0,2.0,58.0,2,1100.0
4119,Kasturi Nagar,3.0,2.0,110.0,3,1570.0
4120,Kasturi Nagar,2.0,0.0,58.0,2,1000.0
4121,Kasturi Nagar,2.0,2.0,66.0,2,1101.0
4122,Kasturi Nagar,4.0,2.0,155.0,4,2507.0
4123,Kathriguppe,2.0,2.0,77.0,3,1400.0
4124,Kathriguppe,2.0,1.0,68.75,3,1250.0
4125,Kathriguppe,2.0,2.0,68.48,3,1245.0
4126,Kathriguppe,2.0,1.0,87.01,3,1350.0
4127,Kathriguppe,2.0,2.0,80.99,3,1350.0
4128,Kathriguppe,2.0,2.0,75.08,3,1365.0
4129,Kathriguppe,3.0,2.0,77.99,3,1300.0
4130,Kathriguppe,2.0,1.0,80.99,3,1350.0
4131,Kathriguppe,2.0,2.0,76.45,3,1390.0
4132,Kathriguppe,3.0,3.0,78.3,3,1350.0
4133,Kathriguppe,2.0,2.0,68.75,3,1250.0
4134,Kathriguppe,3.0,2.0,77.99,3,1300.0
4135,Kathriguppe,2.0,3.0,73.43,3,1335.0
4136,Kathriguppe,3.0,2.0,77.99,3,1300.0
4137,Kathriguppe,3.0,3.0,77.99,3,1300.0
4138,Kathriguppe,2.0,2.0,73.43,3,1335.0
4139,Kathriguppe,3.0,2.0,80.99,3,1350.0
4140,Kathriguppe,2.0,1.0,68.75,2,1250.0
4141,Kathriguppe,3.0,2.0,80.99,3,1350.0
4142,Kaval Byrasandra,2.0,2.0,52.0,2,1200.0
4143,Kaval Byrasandra,2.0,1.0,52.0,2,1020.0
4144,Kaval Byrasandra,2.0,1.0,49.5,2,1200.0
4145,Kaval Byrasandra,2.0,2.0,50.0,2,945.0
4146,Kaval Byrasandra,2.0,2.0,45.0,2,1060.0
4147,Kaval Byrasandra,2.0,1.0,46.0,2,1100.0
4148,Kaval Byrasandra,2.0,1.0,49.0,2,1185.0
4149,Kaval Byrasandra,2.0,3.0,53.0,2,997.0
4150,Kaval Byrasandra,2.0,2.0,42.0,2,1060.0
4151,Kaval Byrasandra,1.0,1.0,25.0,1,480.0
4152,Kaval Byrasandra,2.0,1.0,41.5,2,1125.0
4153,Kaval Byrasandra,2.0,2.0,60.0,2,1180.0
4154,Kaval Byrasandra,3.0,2.0,75.0,3,1450.0
4155,Kaval Byrasandra,2.0,3.0,55.0,2,1066.0
4156,Kaval Byrasandra,2.0,1.0,60.0,2,1025.0
4157,Kaval Byrasandra,3.0,2.0,75.0,3,1400.0
4158,Kenchenahalli,2.0,2.0,58.0,2,1015.0
4159,Kenchenahalli,1.0,1.0,45.0,1,715.0
4160,Kenchenahalli,2.0,2.0,58.0,2,1150.0
4161,Kenchenahalli,2.0,2.0,69.0,3,1280.0
4163,Kenchenahalli,1.0,1.0,45.0,2,870.0
4164,Kenchenahalli,2.0,2.0,60.0,2,1150.0
4165,Kenchenahalli,1.0,1.0,35.0,1,700.0
4166,Kenchenahalli,2.0,2.0,52.0,2,1060.0
4167,Kenchenahalli,2.0,2.0,57.0,2,1150.0
4168,Kenchenahalli,2.0,2.0,60.0,2,1015.0
4170,Kengeri,2.0,1.0,38.0,2,750.0
4172,Kengeri,2.0,2.0,50.0,2,1197.0
4173,Kengeri,2.0,0.0,58.0,2,1200.0
4175,Kengeri,2.0,1.0,31.0,2,726.0
4177,Kengeri,2.0,2.0,57.0,2,1025.0
4179,Kengeri,2.0,1.0,49.0,3,1082.0
4182,Kengeri,2.0,1.0,36.0,2,750.0
4183,Kengeri,2.0,2.0,40.0,2,963.0
4185,Kengeri,2.0,1.0,35.0,2,726.0
4187,Kengeri,1.0,1.0,19.5,1,416.0
4188,Kengeri,2.0,2.0,45.0,2,900.0
4191,Kengeri,1.0,1.0,25.0,1,502.0
4193,Kengeri,3.0,1.0,67.0,3,1200.0
4194,Kengeri,2.0,1.0,30.0,2,725.0
4195,Kengeri,1.0,1.0,17.0,1,500.0
4196,Kengeri,1.0,1.0,22.5,1,540.0
4197,Kengeri,2.0,1.0,35.5,2,750.0
4198,Kengeri,3.0,2.0,80.0,3,1741.0
4200,Kengeri,2.0,0.0,58.0,2,1200.0
4203,Kengeri,2.0,1.0,36.5,2,750.0
4205,Kengeri,1.0,1.0,18.0,1,416.0
4207,Kengeri,2.0,0.0,49.0,2,883.0
4208,Kengeri,2.0,2.0,51.0,2,1052.0
4210,Kengeri,2.0,2.0,63.0,2,1220.0
4211,Kengeri,1.0,0.0,52.0,1,1150.0
4212,Kengeri,2.0,2.0,53.5,2,1192.0
4214,Kengeri,2.0,1.0,40.0,2,750.0
4215,Kengeri,2.0,1.0,51.5,2,1035.0
4216,Kengeri,1.0,1.0,15.0,1,410.0
4217,Kengeri,1.0,1.0,17.19,1,416.0
4220,Kengeri,4.0,3.0,100.0,5,2500.0
4221,Kengeri,1.0,1.0,16.75,1,550.0
4222,Kengeri Satellite Town,2.0,1.0,35.0,2,890.0
4223,Kengeri Satellite Town,2.0,1.0,45.0,2,883.0
4224,Kengeri Satellite Town,2.0,3.0,66.0,3,1415.0
4225,Kengeri Satellite Town,1.0,1.0,30.0,1,930.0
4226,Kengeri Satellite Town,2.0,2.0,43.0,2,1050.0
4227,Kengeri Satellite Town,2.0,3.0,42.0,2,1007.0
4228,Kengeri Satellite Town,1.0,1.0,22.0,2,635.0
4229,Kengeri Satellite Town,2.0,1.0,26.0,2,818.0
4230,Kengeri Satellite Town,2.0,2.0,50.0,2,1030.0
4231,Kengeri Satellite Town,2.0,1.0,65.0,2,1200.0
4232,Kengeri Satellite Town,2.0,2.0,32.0,2,795.0
4233,Kengeri Satellite Town,2.0,0.0,44.285,2,1302.5
4234,Kengeri Satellite Town,2.0,1.0,40.0,2,800.0
4235,Kengeri Satellite Town,1.0,1.0,22.0,1,654.0
4236,Kengeri Satellite Town,2.0,3.0,42.0,2,1060.0
4237,Kengeri Satellite Town,2.0,1.0,33.0,2,750.0
4238,Kengeri Satellite Town,2.0,3.0,39.0,2,920.0
4239,Kengeri Satellite Town,2.0,2.0,42.0,2,985.0
4240,Kengeri Satellite Town,1.0,1.0,15.0,1,410.0
4241,Kengeri Satellite Town,2.0,2.0,49.0,2,1120.0
4243,Kengeri Satellite Town,2.0,1.0,43.0,2,1110.0
4244,Kengeri Satellite Town,2.0,3.0,50.0,2,1170.0
4245,Kengeri Satellite Town,2.0,0.0,25.0,2,777.4
4246,Kengeri Satellite Town,2.0,1.0,32.0,2,800.0
4247,Kereguddadahalli,2.0,1.0,32.0,2,950.0
4248,Kereguddadahalli,2.0,2.0,48.0,3,1400.0
4249,Kereguddadahalli,2.0,2.0,28.0,2,800.0
4250,Kereguddadahalli,2.0,1.0,30.0,2,904.0
4252,Kereguddadahalli,2.0,2.0,30.0,2,1000.0
4253,Kereguddadahalli,3.0,2.0,41.0,3,1240.0
4254,Kereguddadahalli,1.0,1.0,19.5,1,600.0
4255,Kereguddadahalli,2.0,2.0,32.0,2,1080.0
4256,Kereguddadahalli,2.0,1.0,34.0,2,1000.0
4259,Kereguddadahalli,2.0,1.0,35.0,2,1015.0
4260,Kodichikkanahalli,2.0,2.0,57.0,3,1190.0
4261,Kodichikkanahalli,2.0,1.0,41.0,2,995.0
4262,Kodichikkanahalli,7.0,2.0,125.0,5,2700.0
4263,Kodichikkanahalli,2.0,2.0,75.0,3,1495.0
4264,Kodichikkanahalli,2.0,1.0,52.0,2,1125.0
4265,Kodichikkanahalli,2.0,3.0,48.0,2,1150.0
4266,Kodichikkanahalli,2.0,3.0,43.0,2,1070.0
4267,Kodichikkanahalli,2.0,2.0,85.0,3,1620.0
4269,Kodichikkanahalli,2.0,1.0,45.0,2,1026.0
4270,Kodichikkanahalli,7.0,0.0,125.0,5,2500.0
4271,Kodichikkanahalli,1.0,1.0,18.0,1,450.0
4272,Kodichikkanahalli,2.0,2.0,38.5,2,907.0
4273,Kodichikkanahalli,2.0,2.0,57.0,2,1181.0
4274,Kodichikkanahalli,2.0,1.0,42.0,2,900.0
4276,Kodichikkanahalli,3.0,3.0,66.0,3,1400.0
4277,Kodichikkanahalli,2.0,1.0,50.0,2,976.0
4278,Kodichikkanahalli,4.0,2.0,125.0,5,2700.0
4279,Kodichikkanahalli,2.0,3.0,58.0,2,1299.0
4280,Kodigehaali,2.0,2.0,55.0,2,1166.0
4281,Kodigehaali,3.0,0.0,65.0,3,1320.0
4282,Kodigehaali,2.0,2.0,56.0,2,1117.0
4283,Kodigehaali,2.0,1.0,55.0,2,1200.0
4284,Kodigehaali,2.0,2.0,60.0,2,1200.0
4285,Kodigehaali,3.0,2.0,177.0,3,2120.0
4286,Kodigehaali,2.0,1.0,51.0,2,1013.0
4287,Kodigehaali,3.0,2.0,65.0,3,1324.0
4288,Kodigehaali,2.0,1.0,38.0,2,965.0
4289,Kodigehaali,2.0,2.0,32.0,2,866.0
4290,Kodigehaali,3.0,2.0,80.0,3,1442.0
4291,Kodihalli,5.0,3.0,335.0,4,3252.0
4292,Kodihalli,4.0,1.0,270.0,3,2700.0
4293,Kodihalli,4.0,2.0,260.0,3,2392.0
4294,Kodihalli,4.0,2.0,260.0,3,2408.0
4295,Kodihalli,4.0,1.0,260.0,3,2500.0
4296,Kodihalli,3.0,2.0,130.0,3,1620.0
4297,Kodihalli,5.0,3.0,388.0,4,3260.0
4298,Kodihalli,5.0,2.0,335.0,4,3197.0
4299,Kodihalli,2.0,1.0,150.0,2,1490.0
4300,Kogilu,3.0,2.0,88.0,3,1909.0
4302,Kogilu,2.0,1.0,51.99,2,1170.0
4303,Kogilu,2.0,0.0,28.0,2,650.0
4304,Kogilu,2.0,1.0,50.66,2,1140.0
4305,Kogilu,2.0,1.0,53.33,2,1200.0
4306,Kogilu,3.0,2.0,150.0,3,1934.0
4307,Kogilu,1.0,0.0,36.0,1,540.0
4308,Kogilu,3.0,2.0,127.0,3,1559.0
4309,Kogilu,2.0,2.0,50.66,2,1190.0
4310,Kogilu,2.0,2.0,50.66,2,1140.0
4311,Kogilu,3.0,2.0,120.0,3,1559.0
4312,Kogilu,1.0,1.0,30.84,1,700.0
4313,Kogilu,2.0,1.0,55.55,2,1250.0
4314,Kogilu,2.0,1.0,53.33,2,1200.0
4315,Kogilu,2.0,2.0,49.0,2,952.0
4316,Kogilu,1.0,1.0,30.84,1,700.0
4317,Kogilu,2.0,1.0,55.55,2,1250.0
4318,Kogilu,7.0,2.0,85.0,7,2456.0
4319,Kogilu,2.0,2.0,50.66,2,1140.0
4320,Kogilu,2.0,2.0,50.66,2,1140.0
4321,Konanakunte,3.0,1.0,223.0,3,2791.0
4322,Konanakunte,1.0,0.0,58.0,2,884.0
4323,Konanakunte,4.0,0.0,125.0,4,1200.0
4324,Konanakunte,2.0,1.0,130.0,4,1200.0
4325,Konanakunte,2.0,3.0,180.0,3,2400.0
4326,Konanakunte,6.0,1.0,375.0,4,3746.0
4327,Konanakunte,2.0,2.0,85.0,3,1423.0
4328,Koramangala,2.0,1.0,165.0,2,1320.0
4329,Koramangala,2.0,1.0,102.0,2,1253.0
4330,Koramangala,3.0,2.0,160.0,3,1580.0
4332,Koramangala,5.0,2.0,425.0,4,3500.0
4333,Koramangala,1.0,1.0,110.0,2,1005.0
4334,Koramangala,4.0,1.0,275.0,3,2292.0
4336,Koramangala,2.0,3.0,100.0,2,1290.0
4337,Koramangala,2.0,3.0,110.0,2,1300.0
4339,Koramangala,2.0,2.0,119.0,2,1325.0
4340,Koramangala,2.0,1.0,75.2,2,1140.0
4341,Koramangala,2.0,3.0,100.0,2,1260.0
4342,Koramangala,2.0,1.0,200.0,2,1900.0
4344,Koramangala,3.0,2.0,286.0,3,2292.0
4345,Koramangala,3.0,3.0,290.0,3,2300.0
4347,Koramangala,6.0,2.0,325.0,4,2503.0
4349,Koramangala,2.0,1.0,150.0,2,1320.0
4350,Koramangala,2.0,2.0,110.0,2,1320.0
4351,Koramangala,6.0,2.0,353.0,4,2461.0
4353,Koramangala,3.0,0.0,300.0,3,2246.0
4354,Koramangala,2.0,2.0,82.0,2,1300.0
4357,Koramangala,2.0,1.0,100.0,2,1083.0
4358,Koramangala,3.0,1.0,200.0,3,1744.0
4359,Koramangala,2.0,1.0,128.0,2,1180.0
4360,Koramangala,2.0,1.0,160.0,2,1320.0
4361,Koramangala,2.0,2.0,125.0,2,1370.0
4362,Koramangala,2.0,2.0,85.0,2,1100.0
4363,Koramangala,2.0,1.0,165.0,2,1249.0
4364,Koramangala,2.0,2.0,100.0,2,1200.0
4367,Koramangala,3.0,2.0,300.0,3,2223.0
4368,Koramangala,4.0,1.0,210.0,3,1744.0
4369,Koramangala,4.0,2.0,245.0,3,1866.0
4370,Koramangala,2.0,1.0,160.0,2,1320.0
4371,Koramangala,2.0,2.0,103.0,2,1350.0
4372,Koramangala,4.0,0.0,625.0,4,6000.0
4374,Koramangala,2.0,1.0,160.0,2,1320.0
4375,Koramangala,3.0,2.0,210.0,3,1710.0
4376,Koramangala,3.0,3.0,250.0,3,1700.0
4377,Koramangala,2.0,2.0,95.0,2,1355.0
4378,Koramangala,3.0,1.0,170.0,3,1600.0
4379,Koramangala,2.0,1.0,100.0,2,1260.0
4382,Kothannur,2.0,1.0,48.23,2,1206.0
4384,Kothannur,2.0,2.0,40.0,2,1100.0
4385,Kothannur,2.0,1.0,47.88,2,1197.0
4386,Kothannur,2.0,1.0,47.8,2,1197.0
4387,Kothannur,2.0,1.0,42.79,2,1070.0
4390,Kothannur,2.0,2.0,38.6,2,1070.0
4391,Kothannur,2.0,2.0,59.4,3,1485.0
4392,Kothannur,2.0,3.0,48.6,3,1215.0
4393,Kothannur,2.0,1.0,56.15,3,1404.0
4394,Kothanur,2.0,1.0,51.0,2,1200.0
4395,Kothanur,2.0,1.0,150.0,3,2400.0
4396,Kothanur,2.0,2.0,58.0,2,1186.0
4398,Kothanur,3.0,2.0,105.0,3,1847.0
4400,Kothanur,5.0,2.0,550.0,5,9600.0
4401,Kothanur,3.0,3.0,70.0,3,1435.0
4402,Kothanur,2.0,2.0,58.0,2,1187.0
4403,Kothanur,3.0,2.0,110.0,3,1847.0
4404,Kothanur,3.0,3.0,71.0,3,1460.0
4405,Kothanur,2.0,2.0,59.0,2,1185.0
4406,Kothanur,3.0,3.0,70.0,3,1436.0
4408,Kothanur,3.0,2.0,105.0,3,1790.0
4410,Kothanur,2.0,1.0,45.5,2,1070.0
4412,Kothanur,2.0,2.0,56.0,2,1145.0
4413,Kothanur,1.0,1.0,30.0,1,627.0
4414,Kothanur,2.0,1.0,68.5,2,1302.0
4415,Kothanur,2.0,2.0,58.0,2,1185.0
4416,Kothanur,1.0,0.0,75.0,1,1500.0
4417,Kothanur,2.0,2.0,53.0,2,1075.0
4418,Kothanur,3.0,0.0,97.0,3,1790.0
4419,Kothanur,4.0,2.0,175.0,4,2700.0
4420,Kothanur,2.0,2.0,106.0,3,1786.0
4421,Kothanur,3.0,2.0,107.0,3,1787.0
4422,Kothanur,2.0,2.0,54.0,2,1141.0
4424,Kothanur,2.0,2.0,57.0,2,1160.0
4425,Kothanur,2.0,2.0,55.0,2,1095.0
4426,Kothanur,2.0,2.0,56.0,2,1142.0
4427,Kothanur,2.0,2.0,54.0,2,1074.0
4428,Kothanur,2.0,1.0,60.0,2,1285.0
4429,Kothanur,2.0,2.0,53.0,2,1075.0
4430,Kothanur,2.0,2.0,56.0,2,1140.0
4431,Kothanur,2.0,1.0,70.0,2,1400.0
4434,Kothanur,2.0,2.0,56.0,2,1140.0
4435,Kothanur,3.0,2.0,120.0,3,1787.0
4436,Kothanur,2.0,2.0,59.0,2,1185.0
4438,Kothanur,3.0,2.0,105.0,3,1790.0
4439,Kothanur,2.0,2.0,55.0,2,1130.0
4440,Kothanur,2.0,2.0,54.0,2,1094.0
4441,Kothanur,3.0,2.0,80.0,3,1170.0
4442,Kothanur,2.0,2.0,65.0,2,1400.0
4443,Kothanur,2.0,2.0,59.0,2,1195.0
4444,Kothanur,3.0,2.0,120.0,3,1790.0
4445,Kothanur,3.0,3.0,71.5,3,1454.0
4446,Kudlu,2.0,1.0,53.5,2,1152.0
4447,Kudlu,2.0,2.0,43.0,2,1027.0
4448,Kudlu,2.0,2.0,44.0,2,1092.0
4449,Kudlu,2.0,2.0,43.0,2,1027.0
4450,Kudlu,2.0,2.0,44.0,2,1092.0
4451,Kudlu,2.0,1.0,55.0,2,1143.0
4453,Kudlu,2.0,2.0,44.0,2,1024.0
4455,Kudlu,3.0,3.0,79.0,3,1600.0
4456,Kudlu,2.0,2.0,42.0,2,1027.0
4457,Kudlu,2.0,1.0,50.0,2,1076.0
4458,Kudlu,2.0,2.0,44.0,2,1027.0
4459,Kudlu,2.0,1.0,53.0,2,1084.0
4460,Kudlu,2.0,2.0,56.0,2,1300.0
4461,Kudlu,2.0,2.0,44.0,2,1027.0
4462,Kudlu,2.0,1.0,60.0,3,1245.0
4463,Kudlu,2.0,1.0,44.0,2,1027.0
4464,Kudlu,2.0,1.0,46.0,2,1110.0
4465,Kudlu,3.0,1.0,114.0,4,2100.0
4466,Kudlu,2.0,2.0,44.0,2,1027.0
4467,Kudlu,1.0,1.0,33.0,1,720.0
4468,Kudlu,2.0,2.0,44.0,2,1027.0
4469,Kudlu,2.0,1.0,52.0,2,1162.0
4470,Kudlu,2.0,1.0,53.0,2,1041.0
4471,Kudlu Gate,3.0,2.0,83.0,3,1535.0
4472,Kudlu Gate,3.0,2.0,85.0,3,1535.0
4474,Kudlu Gate,3.0,2.0,86.0,3,1535.0
4475,Kudlu Gate,2.0,1.0,92.0,3,1564.0
4477,Kudlu Gate,2.0,3.0,55.0,2,1238.0
4478,Kudlu Gate,3.0,2.0,89.0,3,1335.0
4479,Kudlu Gate,1.0,1.0,52.0,1,703.0
4480,Kudlu Gate,3.0,2.0,86.0,3,1535.0
4481,Kudlu Gate,3.0,2.0,83.0,3,1532.0
4482,Kudlu Gate,2.0,1.0,50.0,2,1113.0
4484,Kudlu Gate,2.0,1.0,50.0,2,1185.0
4488,Kudlu Gate,2.0,1.0,45.0,2,1215.0
4489,Kudlu Gate,2.0,1.0,38.25,2,812.0
4490,Kudlu Gate,2.0,2.0,103.0,2,1547.0
4491,Kudlu Gate,2.0,1.0,86.0,2,1336.0
4492,Kudlu Gate,3.0,2.0,121.0,3,1919.0
4493,Kudlu Gate,3.0,3.0,56.0,2,1464.0
4494,Kudlu Gate,3.0,2.0,85.0,3,1535.0
4495,Kudlu Gate,3.0,2.0,120.0,3,1850.0
4496,Kudlu Gate,2.0,1.0,69.57,2,940.0
4497,Kudlu Gate,2.0,1.0,44.96,2,1215.0
4498,Kudlu Gate,2.0,2.0,75.0,2,1164.0
4499,Kudlu Gate,6.0,0.0,205.0,4,3850.0
4500,Kudlu Gate,2.0,1.0,79.54,2,1183.0
4501,Kudlu Gate,3.0,2.0,110.0,3,1850.0
4503,Kudlu Gate,2.0,1.0,79.54,2,1183.0
4504,Kudlu Gate,2.0,1.0,44.4,2,1200.0
4506,Kudlu Gate,2.0,2.0,53.0,2,1310.0
4507,Kumaraswami Layout,4.0,1.0,139.0,4,2000.0
4508,Kumaraswami Layout,2.0,1.0,48.5,2,1000.0
4509,Kumaraswami Layout,2.0,1.0,58.0,2,1000.0
4510,Kumaraswami Layout,7.0,1.0,125.0,7,2400.0
4511,Kumaraswami Layout,2.0,1.0,125.0,3,2400.0
4512,Kumaraswami Layout,2.0,1.0,70.0,3,1310.0
4513,Kumaraswami Layout,1.0,1.0,78.0,1,850.0
4514,Kumaraswami Layout,7.0,0.0,150.0,7,3200.0
4515,Kumaraswami Layout,2.0,1.0,85.0,3,1310.0
4516,Kumaraswami Layout,3.0,2.0,110.0,4,2450.0
